Fiscal Year,County,Region,Program,Abuse Neglect Fatalities,Race Ethnicity,Age,Gender,Age Group
2016-01-01,Hidalgo,Edinburg,Child Protective Investigations,1,Hispanic,1,Female,Toddler (2-4)
2016-01-01,Hidalgo,Edinburg,Child Protective Investigations,2,Hispanic,1,Male,Toddler (2-4)
2016-01-01,Hood,Arlington,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2016-01-01,Hunt,Arlington,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2016-01-01,Hunt,Arlington,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2016-01-01,Hunt,Arlington,Child Protective Investigations,1,Anglo,4,Male,Child (5-9)
2016-01-01,Hunt,Arlington,Child Protective Investigations,1,Hispanic,1,Male,Toddler (2-4)
2016-01-01,Jefferson,Beaumont,Child Protective Investigations,1,African American,0,Female,Infant (0-1)
2016-01-01,Jefferson,Beaumont,Child Protective Investigations,1,African American,5,Female,Child (5-9)
2016-01-01,Jefferson,Beaumont,Child Protective Investigations,1,African American,5,Male,Child (5-9)
2016-01-01,Johnson,Arlington,Child Protective Investigations,1,African American,0,Male,Infant (0-1)
2016-01-01,Kaufman,Arlington,Child Protective Investigations,1,Other,2,Female,Toddler (2-4)
2016-01-01,Kerr,San Antonio,Child Protective Investigations,1,Anglo,10,Male,Pre-Teen (10-14)
2016-01-01,Lavaca,San Antonio,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2016-01-01,Liberty,Houston,Child Protective Investigations,1,Anglo,1,Male,Toddler (2-4)
2016-01-01,Lubbock,Lubbock,Child Protective Investigations,1,African American,0,Female,Infant (0-1)
2016-01-01,Lubbock,Lubbock,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2016-01-01,Lubbock,Lubbock,Child Protective Investigations,1,Hispanic,4,Female,Child (5-9)
2016-01-01,Madison,Austin,Child Protective Investigations,1,Anglo,15,Female,Teen (15-17)
2016-01-01,Marion,Tyler,Child Protective Investigations,1,African American,1,Female,Toddler (2-4)
2016-01-01,Marion,Tyler,Child Protective Investigations,1,Anglo,3,Male,Toddler (2-4)
2016-01-01,McCulloch,Midland,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2016-01-01,McLennan,Austin,Residential Child Care Investigations,1,Anglo,0,Female,Infant (0-1)
2016-01-01,McLennan,Austin,Child Protective Investigations,1,Anglo,2,Male,Toddler (2-4)
2016-01-01,Montague,Abilene,Child Protective Investigations,1,Anglo,2,Male,Toddler (2-4)
2016-01-01,Montgomery,Houston,Child Protective Investigations,2,Anglo,0,Female,Infant (0-1)
2016-01-01,Montgomery,Houston,Child Protective Investigations,1,Anglo,3,Female,Toddler (2-4)
2016-01-01,Nolan,Abilene,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2016-01-01,Nueces,Edinburg,Child Protective Investigations,1,African American,0,Female,Infant (0-1)
2016-01-01,Nueces,Edinburg,Day Care Investigations,1,Anglo,0,Female,Infant (0-1)
2016-01-01,Nueces,Edinburg,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2016-01-01,Nueces,Edinburg,Child Protective Investigations,2,Hispanic,0,Male,Infant (0-1)
2016-01-01,Nueces,Edinburg,Child Protective Investigations,1,Hispanic,10,Male,Pre-Teen (10-14)
2016-01-01,Orange,Beaumont,Child Protective Investigations,1,Anglo,5,Male,Child (5-9)
2016-01-01,Parker,Arlington,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2016-01-01,Parker,Arlington,Child Protective Investigations,1,Anglo,1,Male,Toddler (2-4)
2016-01-01,Potter,Lubbock,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2016-01-01,Potter,Lubbock,Child Protective Investigations,1,Anglo,7,Female,Child (5-9)
2016-01-01,Potter,Lubbock,Day Care Investigations,1,Hispanic,0,Male,Infant (0-1)
2016-01-01,Potter,Lubbock,Child Protective Investigations,1,Hispanic,2,Male,Toddler (2-4)
2016-01-01,San Patricio,Edinburg,Child Protective Investigations,1,Anglo,10,Female,Pre-Teen (10-14)
2016-01-01,San Patricio,Edinburg,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2016-01-01,Shelby,Beaumont,Child Protective Investigations,1,Anglo,2,Female,Toddler (2-4)
2016-01-01,Smith,Tyler,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2016-01-01,Smith,Tyler,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2016-01-01,Sutton,Midland,Child Protective Investigations,1,Hispanic,3,Male,Toddler (2-4)
2016-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,0,Female,Infant (0-1)
2016-01-01,Tarrant,Arlington,Residential Child Care Investigations,1,African American,0,Female,Infant (0-1)
2016-01-01,Tarrant,Arlington,Child Protective Investigations,2,African American,0,Male,Infant (0-1)
2016-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,1,Male,Toddler (2-4)
2016-01-01,Tarrant,Arlington,Child Protective Investigations,2,African American,2,Male,Toddler (2-4)
2016-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,5,Female,Child (5-9)
2016-01-01,Tarrant,Arlington,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2016-01-01,Tarrant,Arlington,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2016-01-01,Tarrant,Arlington,Child Protective Investigations,1,Anglo,1,Female,Toddler (2-4)
2016-01-01,Tarrant,Arlington,Child Protective Investigations,1,Anglo,2,Female,Toddler (2-4)
2016-01-01,Tarrant,Arlington,Child Protective Investigations,1,Anglo,5,Female,Child (5-9)
2016-01-01,Tarrant,Arlington,Child Protective Investigations,1,Anglo,5,Male,Child (5-9)
2016-01-01,Tarrant,Arlington,Child Protective Investigations,1,Anglo,7,Male,Child (5-9)
2016-01-01,Tarrant,Arlington,Child Protective Investigations,1,Anglo,10,Male,Pre-Teen (10-14)
2016-01-01,Tarrant,Arlington,Child Protective Investigations,1,Asian,0,Female,Infant (0-1)
2016-01-01,Tarrant,Arlington,Child Protective Investigations,2,Hispanic,2,Male,Toddler (2-4)
2016-01-01,Tarrant,Arlington,Child Protective Investigations,1,Hispanic,3,Male,Toddler (2-4)
2016-01-01,Tarrant,Arlington,Child Protective Investigations,2,Hispanic,5,Male,Child (5-9)
2016-01-01,Tarrant,Arlington,Child Protective Investigations,1,Hispanic,11,Female,Pre-Teen (10-14)
2016-01-01,Tarrant,Arlington,Child Protective Investigations,1,Hispanic,16,Male,Teen (15-17)
2016-01-01,Tom Green,Midland,Child Protective Investigations,1,African American,1,Male,Toddler (2-4)
2016-01-01,Uvalde,San Antonio,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2016-01-01,Uvalde,San Antonio,Child Protective Investigations,1,Hispanic,2,Male,Toddler (2-4)
2016-01-01,Van Zandt,Tyler,Child Protective Investigations,1,Anglo,2,Male,Toddler (2-4)
2016-01-01,Victoria,San Antonio,Child Protective Investigations,1,Anglo,1,Male,Toddler (2-4)
2016-01-01,Walker,Houston,Child Protective Investigations,1,African American,7,Male,Child (5-9)
2016-01-01,Walker,Houston,Child Protective Investigations,1,African American,8,Male,Child (5-9)
2016-01-01,Walker,Houston,Child Protective Investigations,1,African American,9,Female,Pre-Teen (10-14)
2016-01-01,Ward,Midland,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2016-01-01,Webb,Edinburg,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2016-01-01,Wharton,Houston,Child Protective Investigations,1,African American,0,Male,Infant (0-1)
2016-01-01,Wharton,Houston,Day Care Investigations,1,Anglo,0,Male,Infant (0-1)
2016-01-01,Williamson,Austin,Day Care Investigations,1,Anglo,0,Male,Infant (0-1)
2016-01-01,Williamson,Austin,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2015-01-01,Andrews,Midland,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2015-01-01,Angelina,Beaumont,Child Protective Investigations,1,Anglo,3,Male,Toddler (2-4)
2015-01-01,Angelina,Beaumont,Child Protective Investigations,1,Hispanic,1,Male,Toddler (2-4)
2015-01-01,Atascosa,San Antonio,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2015-01-01,Bee,Edinburg,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2015-01-01,Bell,Austin,Child Protective Investigations,1,African American,0,Male,Infant (0-1)
2015-01-01,Bell,Austin,Child Protective Investigations,1,African American,1,Male,Toddler (2-4)
2015-01-01,Bell,Austin,Child Protective Investigations,1,Anglo,3,Female,Toddler (2-4)
2015-01-01,Bell,Austin,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2015-01-01,Bexar,San Antonio,Day Care Investigations,1,Hispanic,0,Female,Infant (0-1)
2015-01-01,Bexar,San Antonio,Child Protective Investigations,1,Hispanic,2,Female,Toddler (2-4)
2015-01-01,Bexar,San Antonio,Child Protective Investigations,1,Hispanic,2,Male,Toddler (2-4)
2015-01-01,Bexar,San Antonio,Child Protective Investigations,1,Hispanic,3,Male,Toddler (2-4)
2015-01-01,Brazoria,Houston,Child Protective Investigations,1,Anglo,0,Unknown,Infant (0-1)
2015-01-01,Brazoria,Houston,Child Protective Investigations,2,Hispanic,1,Female,Toddler (2-4)
2015-01-01,Brazos,Austin,Child Protective Investigations,2,African American,0,Female,Infant (0-1)
2015-01-01,Calhoun,San Antonio,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2015-01-01,Calhoun,San Antonio,Child Protective Investigations,1,Hispanic,1,Female,Toddler (2-4)
2015-01-01,Calhoun,San Antonio,Child Protective Investigations,1,Hispanic,4,Male,Child (5-9)
2015-01-01,Cameron,Edinburg,Child Protective Investigations,2,Hispanic,0,Male,Infant (0-1)
2015-01-01,Cameron,Edinburg,Child Protective Investigations,1,Hispanic,4,Male,Child (5-9)
2015-01-01,Chambers,Houston,Child Protective Investigations,1,Anglo,3,Male,Toddler (2-4)
2015-01-01,Collin,Arlington,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2015-01-01,Cooke,Arlington,Child Protective Investigations,1,Anglo,1,Female,Toddler (2-4)
2015-01-01,Dallas,Arlington,Child Protective Investigations,3,African American,0,Female,Infant (0-1)
2015-01-01,Dallas,Arlington,Day Care Investigations,1,African American,0,Male,Infant (0-1)
2015-01-01,Dallas,Arlington,Child Protective Investigations,2,African American,0,Male,Infant (0-1)
2015-01-01,Dallas,Arlington,Child Protective Investigations,1,African American,1,Male,Toddler (2-4)
2015-01-01,Dallas,Arlington,Child Protective Investigations,1,African American,2,Female,Toddler (2-4)
2015-01-01,Dallas,Arlington,Child Protective Investigations,1,African American,2,Male,Toddler (2-4)
2015-01-01,Dallas,Arlington,Child Protective Investigations,1,African American,9,Male,Pre-Teen (10-14)
2015-01-01,Dallas,Arlington,Child Protective Investigations,1,African American,10,Female,Pre-Teen (10-14)
2015-01-01,Dallas,Arlington,Child Protective Investigations,1,African American,11,Male,Pre-Teen (10-14)
2015-01-01,Dallas,Arlington,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2015-01-01,Dallas,Arlington,Day Care Investigations,1,Anglo,1,Female,Toddler (2-4)
2015-01-01,Dallas,Arlington,Child Protective Investigations,1,Anglo,1,Female,Toddler (2-4)
2015-01-01,Dallas,Arlington,Child Protective Investigations,1,Anglo,4,Male,Child (5-9)
2015-01-01,Dallas,Arlington,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2015-01-01,Dallas,Arlington,Day Care Investigations,1,Hispanic,1,Male,Toddler (2-4)
2015-01-01,Dallas,Arlington,Child Protective Investigations,1,Hispanic,1,Male,Toddler (2-4)
2015-01-01,Dallas,Arlington,Child Protective Investigations,1,Hispanic,2,Female,Toddler (2-4)
2015-01-01,Dallas,Arlington,Child Protective Investigations,2,Hispanic,2,Male,Toddler (2-4)
2015-01-01,Dallas,Arlington,Child Protective Investigations,1,Hispanic,5,Female,Child (5-9)
2015-01-01,Dallas,Arlington,Child Protective Investigations,1,Unknown,1,Male,Toddler (2-4)
2015-01-01,Denton,Arlington,Day Care Investigations,1,Anglo,0,Female,Infant (0-1)
2015-01-01,Denton,Arlington,Day Care Investigations,1,Anglo,0,Male,Infant (0-1)
2015-01-01,Eastland,Abilene,Child Protective Investigations,1,Anglo,2,Male,Toddler (2-4)
2015-01-01,Ector,Midland,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2015-01-01,Ector,Midland,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2015-01-01,El Paso,El Paso,Child Protective Investigations,1,African American,2,Female,Toddler (2-4)
2015-01-01,El Paso,El Paso,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2015-01-01,El Paso,El Paso,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2015-01-01,El Paso,El Paso,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2015-01-01,Ellis,Arlington,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2015-01-01,Fort Bend,Houston,Child Protective Investigations,1,African American,10,Male,Pre-Teen (10-14)
2015-01-01,Fort Bend,Houston,Child Protective Investigations,1,African American,11,Female,Pre-Teen (10-14)
2015-01-01,Fort Bend,Houston,Child Protective Investigations,1,Hispanic,4,Male,Child (5-9)
2015-01-01,Freestone,Austin,Child Protective Investigations,1,Anglo,3,Male,Toddler (2-4)
2015-01-01,Galveston,Houston,Day Care Investigations,1,African American,0,Female,Infant (0-1)
2015-01-01,Galveston,Houston,Child Protective Investigations,1,Anglo,1,Female,Toddler (2-4)
2015-01-01,Garza,Lubbock,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2015-01-01,Grayson,Arlington,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2015-01-01,Gregg,Tyler,Child Protective Investigations,1,African American,0,Male,Infant (0-1)
2015-01-01,Gregg,Tyler,Child Protective Investigations,1,African American,2,Female,Toddler (2-4)
2015-01-01,Gregg,Tyler,Child Protective Investigations,1,Anglo,5,Male,Child (5-9)
2015-01-01,Hall,Lubbock,Child Protective Investigations,1,Hispanic,3,Female,Toddler (2-4)
2015-01-01,Hardin,Beaumont,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2015-01-01,Harris,Houston,Child Protective Investigations,1,African American,0,Female,Infant (0-1)
2015-01-01,Harris,Houston,Child Protective Investigations,2,African American,0,Male,Infant (0-1)
2015-01-01,Harris,Houston,Child Protective Investigations,1,African American,2,Female,Toddler (2-4)
2015-01-01,Harris,Houston,Child Protective Investigations,2,African American,2,Male,Toddler (2-4)
2015-01-01,Harris,Houston,Child Protective Investigations,1,African American,3,Male,Toddler (2-4)
2015-01-01,Harris,Houston,Child Protective Investigations,1,African American,4,Male,Child (5-9)
2015-01-01,Harris,Houston,Child Protective Investigations,1,African American,5,Male,Child (5-9)
2015-01-01,Harris,Houston,Child Protective Investigations,1,African American,6,Male,Child (5-9)
2015-01-01,Harris,Houston,Child Protective Investigations,1,African American,7,Female,Child (5-9)
2015-01-01,Harris,Houston,Child Protective Investigations,1,African American,9,Male,Pre-Teen (10-14)
2015-01-01,Harris,Houston,Child Protective Investigations,1,African American,13,Male,Pre-Teen (10-14)
2015-01-01,Harris,Houston,Child Protective Investigations,1,African American,15,Male,Teen (15-17)
2015-01-01,Harris,Houston,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2015-01-01,Harris,Houston,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2015-01-01,Harris,Houston,Child Protective Investigations,2,Anglo,3,Male,Toddler (2-4)
2015-01-01,Harris,Houston,Child Protective Investigations,1,Anglo,4,Male,Child (5-9)
2015-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2015-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,2,Male,Toddler (2-4)
2015-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,3,Female,Toddler (2-4)
2015-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,4,Male,Child (5-9)
2015-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,16,Female,Teen (15-17)
2015-01-01,Harris,Houston,Child Protective Investigations,1,Other,2,Male,Toddler (2-4)
2015-01-01,Henderson,Tyler,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2015-01-01,Hidalgo,Edinburg,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2015-01-01,Hidalgo,Edinburg,Child Protective Investigations,3,Hispanic,0,Male,Infant (0-1)
2015-01-01,Hidalgo,Edinburg,Child Protective Investigations,2,Hispanic,1,Male,Toddler (2-4)
2015-01-01,Hidalgo,Edinburg,Child Protective Investigations,1,Hispanic,2,Male,Toddler (2-4)
2015-01-01,Hidalgo,Edinburg,Child Protective Investigations,1,Unknown,0,Male,Infant (0-1)
2015-01-01,Hood,Arlington,Child Protective Investigations,1,Anglo,2,Male,Toddler (2-4)
2015-01-01,Hood,Arlington,Child Protective Investigations,1,Anglo,3,Male,Toddler (2-4)
2015-01-01,Hunt,Arlington,Child Protective Investigations,1,African American,3,Female,Toddler (2-4)
2015-01-01,Hunt,Arlington,Child Protective Investigations,1,Anglo,2,Male,Toddler (2-4)
2015-01-01,Hutchinson,Lubbock,Child Protective Investigations,1,Anglo,2,Female,Toddler (2-4)
2015-01-01,Jefferson,Beaumont,Child Protective Investigations,1,African American,0,Female,Infant (0-1)
2015-01-01,Jefferson,Beaumont,Child Protective Investigations,1,African American,0,Male,Infant (0-1)
2015-01-01,Johnson,Arlington,Child Protective Investigations,1,Anglo,5,Male,Child (5-9)
2015-01-01,Johnson,Arlington,Child Protective Investigations,1,Hispanic,1,Male,Toddler (2-4)
2015-01-01,Kaufman,Arlington,Day Care Investigations,1,Anglo,2,Male,Toddler (2-4)
2015-01-01,Kaufman,Arlington,Child Protective Investigations,1,Anglo,3,Female,Toddler (2-4)
2015-01-01,Lamar,Tyler,Child Protective Investigations,1,Anglo,1,Female,Toddler (2-4)
2015-01-01,Leon,Austin,Child Protective Investigations,1,Anglo,1,Male,Toddler (2-4)
2015-01-01,Lubbock,Lubbock,Child Protective Investigations,1,Anglo,4,Female,Child (5-9)
2015-01-01,Lubbock,Lubbock,Child Protective Investigations,1,Hispanic,1,Male,Toddler (2-4)
2015-01-01,McLennan,Austin,Child Protective Investigations,1,Anglo,2,Female,Toddler (2-4)
2015-01-01,Milam,Austin,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2015-01-01,Montague,Abilene,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2015-01-01,Nueces,Edinburg,Child Protective Investigations,1,Hispanic,2,Male,Toddler (2-4)
2015-01-01,Parker,Arlington,Child Protective Investigations,1,Anglo,2,Male,Toddler (2-4)
2015-01-01,Potter,Lubbock,Child Protective Investigations,1,African American,3,Male,Toddler (2-4)
2015-01-01,Randall,Lubbock,Child Protective Investigations,1,Unknown,0,Male,Infant (0-1)
2015-01-01,Real,San Antonio,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2015-01-01,Reeves,Midland,Child Protective Investigations,1,Hispanic,1,Male,Toddler (2-4)
2015-01-01,Rockwall,Arlington,Child Protective Investigations,1,Anglo,2,Female,Toddler (2-4)
2015-01-01,Rockwall,Arlington,Child Protective Investigations,1,Hispanic,2,Female,Toddler (2-4)
2015-01-01,Sabine,Beaumont,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2015-01-01,Shelby,Beaumont,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2015-01-01,Smith,Tyler,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2015-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,0,Female,Infant (0-1)
2015-01-01,Tarrant,Arlington,Day Care Investigations,1,African American,0,Male,Infant (0-1)
2015-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,2,Male,Toddler (2-4)
2015-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,3,Female,Toddler (2-4)
2015-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,3,Male,Toddler (2-4)
2015-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,6,Female,Child (5-9)
2015-01-01,Tarrant,Arlington,Day Care Investigations,1,Anglo,0,Male,Infant (0-1)
2015-01-01,Tarrant,Arlington,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2015-01-01,Tarrant,Arlington,Child Protective Investigations,1,Anglo,1,Female,Toddler (2-4)
2015-01-01,Tarrant,Arlington,Child Protective Investigations,1,Anglo,2,Male,Toddler (2-4)
2015-01-01,Tarrant,Arlington,Child Protective Investigations,1,Anglo,4,Male,Child (5-9)
2015-01-01,Tarrant,Arlington,Child Protective Investigations,2,Hispanic,0,Female,Infant (0-1)
2015-01-01,Tarrant,Arlington,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2015-01-01,Tarrant,Arlington,Child Protective Investigations,1,Hispanic,3,Male,Toddler (2-4)
2015-01-01,Tarrant,Arlington,Child Protective Investigations,1,Hispanic,12,Female,Pre-Teen (10-14)
2015-01-01,Taylor,Abilene,Day Care Investigations,1,African American,1,Male,Toddler (2-4)
2015-01-01,Taylor,Abilene,Child Protective Investigations,1,African American,3,Female,Toddler (2-4)
2015-01-01,Tom Green,Midland,Child Protective Investigations,1,Hispanic,5,Female,Child (5-9)
2015-01-01,Travis,Austin,Child Protective Investigations,1,African American,0,Male,Infant (0-1)
2015-01-01,Travis,Austin,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2015-01-01,Uvalde,San Antonio,Day Care Investigations,1,Hispanic,0,Male,Infant (0-1)
2015-01-01,Webb,Edinburg,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2015-01-01,Webb,Edinburg,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2015-01-01,Webb,Edinburg,Child Protective Investigations,2,Hispanic,0,Male,Infant (0-1)
2015-01-01,Wichita,Abilene,Day Care Investigations,1,Hispanic,0,Female,Infant (0-1)
2015-01-01,Wilbarger,Abilene,Child Protective Investigations,1,African American,1,Male,Toddler (2-4)
2015-01-01,Williamson,Austin,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2015-01-01,Williamson,Austin,Child Protective Investigations,2,Hispanic,3,Male,Toddler (2-4)
2015-01-01,Williamson,Austin,Child Protective Investigations,1,Other,2,Male,Toddler (2-4)
2015-01-01,Wood,Tyler,Child Protective Investigations,1,Anglo,1,Female,Toddler (2-4)
2015-01-01,Wood,Tyler,Child Protective Investigations,1,Anglo,5,Male,Child (5-9)
